ID,TITLE,LABEL
68,Amy Coney Barrett refuses to tell Kamala Harris if she thinks climate change is happening,-1
69,'Solastalgia': Arctic inhabitants overwhelmed by new form of climate grief,1
70,Amy Coney Barrett refuses to tell Kamala Harris if she thinks climate change is happening – video,-1
71,"Rewild to mitigate the climate crisis, urge leading scientists",1
72,World Bank and IMF must spearhead a green and inclusive recovery,1
73,Electric cars are running on empty,0
74,BHP bosses defend company's decision to stay in gas and oil 'for the medium term',-1
75,The great unravelling: 'I never thought I’d live to see the horror of planetary collapse',-1
76,2067 review – Kodi Smit-McPhee is the chosen one in aspirational but cliched climate sci-fi,0
77,"Australia must prepare now for climate-related disasters or pay more later, insurance regulator says",-1
78,Temperatures of deepest ocean rising quicker than previously thought,-1
79,Trump and Biden offer starkly different visions of US role in world,0
80,Former Republican congressman says Murdoch's media outlets fuelling 'climate rejectionism',-1
81,"Great Barrier Reef corals have more than halved in past 25 years, study shows",-1
82,Canada's last intact ice shelf broke off. It took our research station with it,-1
83,"Queensland transition to renewables would generate almost 10,000 jobs, analysis shows",1
84,Put the planet before GDP growth,1
85,Surf star Adrian Buchan: 'Australia's record on fossil fuels is an international joke',-1
86,Investors lead push for Australian business to cut emissions more than government forecasts,0
87,Mark Carney says banks should link executive pay to Paris climate goals,0
88,The Arctic is in a death spiral. How much longer will it exist?,-1
89,Top asset owners commit to big carbon emissions cuts,1
90,The great thaw: global heating upends life on Arctic permafrost – photo essay,0
91,Anthony Albanese on Q+A: Labor will go to next election with interim emissions targets 'or a pathway',0
92,"The Guardian view on game shooting: the threat is to nature, not sport",-1
93,"More than 7,000 extreme weather events recorded since 2000, says UN",-1
94,Mario Molina obituary,0
95,This is my message to the western world – your civilisation is killing life on Earth,-1
96,'We've had so many wins': why the green movement can overcome climate crisis,1
97,Scott Ludlam faces court over Sydney climate change protest arrest,0
98,"Lemon juice, legumes and local activism: what green habits have you adopted in 2020?",0
99,The Guardian view on Boris Johnson's Cop26: ask if GDP growth is sustainable,0
100,Net zero emissions target for Australia could launch $63bn investment boom,1
101,Tackle fuel poverty and the climate crisis,0
102,IMF and World Bank must act fast after Covid caught policymakers napping,0
103,Greta Thunberg: ‘Only people like me dare ask tough questions on climate’,0
104,"Australia needs to find its heart, brain and courage to recover from the Covid nightmare",0
105,Campaign seeks 1bn people to save climate – one small step at a time,1
106,Weatherwatch: planners beware – rainfall that was rare is rare no longer,-1
107,Inside the climate battle quietly raging about US homes,-1
108,Britain must nurture its scientific expertise to help save the world from climate crisis,0
109,'I don't want to be seen as a zealot': what MPs really think about the climate crisis – podcast,0
110,"People, not carbon emissions, should be at the heart of the west's climate action",0
111,'Total destruction': why fires are tearing across South America,-1
112,Climate crisis: does journalism actually make a difference?,0
113,Caution and optimism over climate pledges,1
114,Singapore launches Covid-secure luxury cruises ... to nowhere,0
115,EU parliament votes for 60% greenhouse gas emissions cut by 2030,1
116,Fragile Planet: documenting the impact of the climate crisis – in pictures,0
117,Mystery disease killing Italy's kiwifruit baffles scientists,-1
118,Earthshot prize: Prince William launches £50m drive to repair planet,1
119,How will the pandemic affect the sprint away from fossil fuels?,0
120,UK 'will take 700 years' to reach low-carbon heating under current plans,-1
121,'Hijacked by anxiety': how climate dread is hindering climate action,-1
122,"Climate denial ads on Facebook seen by millions, report finds",-1
123,Mathias Cormann nominated for OECD top job despite its criticism of Coalition’s climate change policy,0
124,September breaks global and European records for hottest ever,-1
125,"Further 150m people face extreme poverty by 2022, warns World Bank",-1
126,"Intensive farming worldwide threatens Paris climate accord, report says",-1
127,"Brian Adams' best photograph: Robert, William and John in an Inuit steam house",0
128,"Carbon capture 'moonshot' moves closer, as billions of dollars pour in",1
129,"More offshore wind is welcome, but we have to keep the jobs it creates in the UK",0
130,'The chips have been placed': experts weigh in on the Australian budget 2020,0
131,Powering all UK homes via offshore wind by 2030 'will need £50bn',0
132,California wildfires spawn first ‘gigafire’ in modern history,-1
133,A nine-point plan for the UK to achieve net zero carbon emissions,0
134,New Zealand bushfire that demolished village leads to climate crisis debate,-1
135,California fires set bleak record as 4m acres destroyed,-1
136,What China's plan for net-zero emissions by 2060 means for the climate,0
137,Amazon near tipping point of switching from rainforest to savannah – study,-1
138,"3,000 articles, 100m readers: a year of our best environment journalism",0
139,The Guardian’s climate pledge - an update for our readers,0
140,Our world is facing irreversible destruction – and still there's no urgency in Australian climate policy,-1
141,How the Guardian plans to reach net zero emissions by 2030,1
142,Global heating: the vital statistics from a warming world,-1
143,The Guardian's climate promise: we will keep raising the alarm,1
144,State subsidies for company cars top €32bn in UK and EU,-1
145,The Guardian view on houseplants: balm for troubled times,1
146,Activists try to stop autobahn being built through German forest,1
147,Mountain butterflies 'will have to be relocated as habitats get too hot',-1
148,"Trouble breathing: 'We all breathe the same air, but we don't breathe equally'",-1
149,First new deep coalmine in UK for 30 years gets go ahead,-1
150,Saving the airlines could cost the Earth,-1
151,Americans are becoming climate migrants before our eyes,-1
152,Cambridge is right to join the flight from fossil fuels. But divestment is just a start,-1
153,"A second Trump term would be 'game over' for the climate, says top scientist",-1
154,Covid-19 and the climate crisis are part of the same battle,-1
155,UK held private talks with fossil fuel firms about Glasgow Cop26,-1
156,Cambridge University to divest from fossil fuels by 2030,1
157,Global heating warming up 'nights faster than days',-1
158,What does the first climate question at a US debate in 20 years reveal?,0
159,Anti-capitalist guidance for schools is ludicrous,0
160,How the humble hedgerow can help us breathe,1
161,"Greenland's ice melting faster than at any time in past 12,000 years",-1
162,M&S cuts soya from production of milk to curb deforestation,-1
163,"Shell to cut up to 9,000 jobs as Covid-19 accelerates green drive",-1
164,America's year of fire and tempests means climate crisis just got very real,-1
165,Johnson's pledges on the environment are worthless. Worse is how cynical they are,-1
166,40% of world’s plant species at risk of extinction,-1
167,Butterflywatch: the long-tailed blue – visitor or native species?,0
168,Global poll of views on environment and science finds sharpest divide in US,-1
169,Planetary ‘safety net’ could halt wildlife loss and slow climate breakdown,-1
170,Climate emergency drives noctule bat northwards,-1
171,How our warmer oceans are contributing to climate breakdown,0
172,World leaders pledge to halt Earth’s destruction ahead of UN summit,1
173,China's carbon pledge will require complete inversion of existing system,1
174,Why David Attenborough is the doomsayer we still adore,1
175,UK risks losing contract for new climate research centre because of Brexit,-1
176,California braces for dangerous heat as wildfire battle continues,-1
177,Weatherwatch: did Marco set the scene for Hurricane Sally?,0
178,Labor's Joel Fitzgibbon threatens to quit shadow cabinet over emissions target,0
179,Will Labor drop climate policy before the next election? – Australian politics live podcast,0
180,Are electric cars on a road to nowhere?,0
181,Young people resume global climate strikes calling for urgent action,1
182,David Attenborough: A Life on Our Planet review – stark climate emergency warning,1
183,Trump administration advances plan to cut protections for largest national forest,-1
184,Schemes boosting cycling and walking accelerate across the UK,1
185,Kentucky’s climate is suffering. Can the state slip the industry ties that prevent change?,-1
186,Time to get serious about food waste in fight against global heating,0
187,Tesco's Dave Lewis calls on companies and countries to tackle food waste,1
188,"What is carbon capture, usage and storage – and can it trap emissions?",0
189,Scientists take temperatures of butterflies to uncover climate threat,1
190,"China's surprise climate pledge leaves Australia 'naked in the wind', analysts say",-1
191,California governor orders ban on sale of gas-only cars within 15 years,-1
192,"Climate crisis must not be overshadowed by Covid, Johnson to tell UN",1
193,Leaving forests to regrow naturally 'could be better option than replanting',1
194,"Melting Antarctic ice will raise sea level by 2.5 metres – even if Paris climate goals are met, study finds",-1
195,Few countries living up to Covid 'green recovery' pledges – analysis,0
196,‘They’re suffering now’: Americans scramble to adapt to daily reality of climate crisis,-1
197,Guardian/Vice poll finds most US 2020 voters strongly favor climate action,1
198,New all-time coldest northern hemisphere temperature discovered,-1
199,The Coalition's tech roadmap is a strategy based on an old and discredited argument,0
200,Internal displacements reach 15m in 2020 with worst 'still to come' – report,-1
201,China pledges to become carbon neutral before 2060,0
202,"By 2020 standards, Angus Taylor's low-emissions technology statement is not really a climate policy",0
203,Labor commits to 'environmentally sustainable' gas development,1
204,EU's farm animals 'produce more emissions than cars and vans combined',-1
205,A third of my country was just underwater. The world must act on climate,-1
206,Facebook suspends environmental groups despite vow to fight misinformation,-1
207,'Bonkers': Turnbull criticises Angus Taylor's $18bn bet on emissions technology,0
208,Ron Howard: 'I'm introverted and risk-averse. But not when there's a story to be told',0
209,"Morrison's rejection of 2050 net zero emissions target is at odds with Paris agreement, experts say",-1
210,Rising temperatures shrink Arctic sea ice to second-lowest level on record,-1
211,Israel fish deaths linked to rapid warming of seas,-1
212,Prince Charles calls for 'Marshall-like plan' to combat climate crisis,1
213,Airbus reveals plans for zero-emission aircraft fuelled by hydrogen,1
214,UK plan to use all-male team to host UN climate summit angers observers,0
215,Five ways to make the climate movement less white,0
216,I'm 18 and can already see my Alaska community changed forever by climate change,-1
217,Meet the doomers: why some young US voters have given up hope on climate,-1
218,"I lived the climate crisis every day of my childhood. This November, I'll vote on it",-1
219,Generation Z drivers push for schools to teach with eco-conscious cars,1
220,'Our house is burning': student climate protesters urge their universities to go carbon neutral,-1
221,Climate takeover: meet the first-time voters guest editing the Guardian US,0
222,Children urged to strike against lack of action on climate emergency,0
223,UK plans to bring forward ban on fossil fuel vehicles to 2030,1
224,"World's richest 1% cause double CO2 emissions of poorest 50%, says Oxfam",-1
225,The climate crisis will sweep away my country if the world doesn't keep its promises,-1
226,"Make rewilding the focus, not rebuilding",0
227,Ministers accused of blocking plans to ban burning of UK peatlands,-1
228,The Observer view on Boris Johnson's environmentalism,0
229,Labor rift as Joel Fitzgibbon defies party on medium-term target for cutting emissions,0
230,Scott Morrison refuses to commit to net zero emissions target by 2050,0
231,Medicane Ianos turns towards Crete after sweeping across Greece,-1
232,The tipping points at the heart of the climate crisis,-1
233,America is at war with deadly wildfires. Yet Trump is on the side of the inferno,-1
234,"Climate change, Covid – our hearts ache. But a new era is possible. We can do it",0
235,'Too late to stop it': California's future hinges on managing megafires,-1
236,Morrison says you're either for gas or against it. Of course it's not as simple as that,-1
237,Participatory politics and the point of parliament,0
238,Climate campaigners condemn 'joy flights' for travellers who miss flying,0
239,English vineyards introduce new grapes due to global heating,0
240,Why some US cities are plotting a ‘green recovery’ after the pandemic,1
241,Toyota reveals plan to turn trucks into emissions-free 'power plants',1
242,"Dear America, we too have seen red skies in Australia and we can tell you what happens next",-1
243,BlackRock votes against 49 companies for lack of climate crisis progress,1
244,Shoots and leaves: the shotgun scientist who hunts moving trees,0
245,The Guardian view on politics and the environment: we demand better,0
246,"Climate crisis 233m years ago reshaped life on Earth, say scientists",-1
247,How Australia's meat industry could be part of the climate solution,0
248,The megafires and pandemic expose the lies that frustrate action on climate change,-1
249,Scott Morrison’s ‘gas-led recovery’: what is it and will it really make energy cheaper?,0
250,Venus is a warning to all of us on Earth,0
251,I Am Greta review – slick yet shallow Thunberg documentary,0
252,The climate crisis is a national security threat to the US. We already see the effects,-1
253,Birds 'falling out of the sky' in mass die-off in south-western US,-1
254,"Australia can hit net zero emissions by 2050 by investing in gas, oil executive says",0
255,'Why wait for it?' How to predict a pandemic,0
256,Welsh seagrass meadow sows hope for global restoration,1
257,Most plastic will never be recycled – and the manufacturers couldn’t care less,-1
258,World fails to meet a single target to stop destruction of nature – UN report,-1
259,"Drought, plague, fire: the apocalypse feels nigh. Yet we have tools to stop it",-1
260,Young climate activists start own climate talks after Cop26 delay,1
261,'I don't think science knows': Trump denies climate change link to wildfires – video ,-1
262,'People thought I was too young to protest': the rise of student activism,-1
263,Facebook and Google announce plans to become carbon neutral,1
264,Scott Morrison's power plan is nothing but a gas-fuelled calamity,-1
265,New Zealand minister calls for finance sector to disclose climate crisis risks in world first,1
266,Conservatives once championed the sacredness of every human life – until Covid,-1
267,Biden condemns Trump as 'climate arsonist' as wildfires burn – as it happened,-1
268,EU commission accused of 'cheating' on net-zero emissions accounting,-1
269,Northern hemisphere breaks record for hottest ever summer,-1
270,The facts of extinction and the need to act,-1
271,Investors that manage US$47tn demand world’s biggest polluters back plan for net-zero emissions,0
272,Is San Francisco's nightmarish echo of Sydney's summer now a template for fire seasons to come?,-1
273,Death toll rises as fires choke US west coast and Trump response is lambasted,-1
274,"UK must become global leader in tackling climate crisis, says CBI",0
275,"Global oil demand may have passed peak, says BP energy report",0
276,Covid-19 drives leaders to make unprecedented interventions but what next?,0
277,"Never mind Extinction Rebellion, let's consider Boris Johnson's charge sheet",0
278,Trump doesn't care if wildfires destroy the west – it didn't vote for him,-1
279,Letters: Extinction Rebellion is a force for good,1
280,Fry and Rylance defend Extinction Rebellion against UK’s ‘organised crime group’ classification,0
281,California governor: 'We are in the midst of a climate emergency' – video,-1
282,Wildfires are striking closer and closer to cities. We know how this will end,-1
283,'Unprecedented': the US west's wildfire catastrophe explained,0
284,"As fires burn the west, top Democrats stay quiet on the climate crisis",-1
285,Most wildfire coverage on American TV news fails to mention link to climate crisis,-1
286,Weatherwatch: meadow pipits find respite on the shady side of the hill,1
287,"The Guardian view on acclimatising democracy: deliberation, not confusion",0
288,The future has arrived. These explosive fires are our climate change wakeup call,-1
289,"Impact of Covid slowdown on CO2 in the atmosphere 'not even a blip', Australian scientist says",-1
290,"US wildfires could spark financial crisis, advisory panel finds",-1
291,Lloyd's of London expects £5bn in Covid-19 insurance payouts,-1
292,"California's dark, orange sky is the most unnerving sight I've ever woken up to",-1
293,Florida sewage spills expected to worsen due to ageing infrastructure,-1
294,UK climate assembly: tax frequent flyers and ban SUVs as part of Covid recovery,1
295,Australia's untapped gas reserves could unleash three years' worth of global emissions,0
296,Humans exploiting and destroying nature on unprecedented scale – report,-1
297,"Petrol and diesel cars could cost up to £1,500 more under proposals",0
298,How Australia's 'white gold' could power the global electric vehicle revolution,0
299,Huge cavities threaten glacier larger than Great Britain,-1
300,The city being swept out to sea: Nicky Quamina-Woo’s best photograph,0
301,"Climate crisis could displace 1.2bn people by 2050, report warns",-1
302,"Trauma, fear, homelessness: life after California's deadliest fire shows the future of climate crisis",-1
303,How artificial salt marshes can help in the fight against rising seas,1
304,Illegal devices that bypass vehicle emissions controls spread across US,-1
305,"Extinction Rebellion 'criminals' threaten UK way of life, says Priti Patel",-1
306,"Shorter lifespan of faster-growing trees will add to climate crisis, study finds",-1
307,"Weatherwatch: heatwaves become silent killer, hitting vulnerable hardest",-1
308,Africa's Great Green Wall just 4% complete halfway through schedule,-1
309,'Freeing the truth' – Extinction Rebellion activists on their week of action,1
310,"Joe Biden if president will push allies like Australia to do more on climate, adviser says",1
311,Why do politicians keep telling us they're 'listening'?,0
312,Will the Cop26 climate conference be a national embarrassment for Britain?,0
313,Campaigners start legal challenge to UK's $1bn grant to Mozambique gas project,0
314,Ben Jennings: fear of a blue planet – cartoon,0
315,Extinction Rebellion calls move to class it as organised crime group 'ridiculous',-1
316,Enough with 'local' and 'organic'. We'll begin to eat well when we farm well,0
317,More than 600 arrests made at Extinction Rebellion protests in London,-1
318,Greta Thunberg says Venice documentary shows her real self,0
319,Boris Johnson accuses Extinction Rebellion of trying to limit public access to news,-1
320,Extinction Rebellion protesters blockade Murdoch printing sites – video report,1
321,Jane Fonda: ‘I'm very rarely afraid. Maybe emotional intimacy scares me’,1
322,"Jane Fonda: ‘If Greta Thunberg can do it, so can I’",1
323,Boris Johnson defends Tony Abbott in UK trade envoy row,-1
324,Greta Thunberg: don't dump climate crisis on children to fix,-1
325,"Burning bush, melting Arctic, a deadly virus: nobody said the end times would be boring",-1
326,Unsustainable fishing worsens threats to Great Barrier Reef,-1
327,What has four years of Donald Trump meant for the climate crisis?,0
328,French PM says jobs and green economy at heart of Covid recovery plan,1
329,"Anohni on her new track R.N.C. 2020: 'It's me, screaming in the past, for the present'",0
330,Portuguese children sue 33 countries over climate change at European court,1
331,France's 'big green recovery plan' not big enough for campaigners,0
332,'Bold action is a winning message': climate advocates hail Ed Markey win,1
333,Extinction Rebellion: rights experts say peaceful protest in UK under threat,-1
334,"Wildfires rage, Covid spreads: in California, life as we knew it has disappeared",-1
335,New Zealand experiences warmest winter on record,-1
336,Changing Australian fashion's worst-kept secret could help struggling farmers,0
337,Gladys Berejiklian says reaching net zero emissions by 2050 is achievable and would be 'the stuff of dreams',1
338,'Culture of misinformation': artists protest against London thinktanks,-1
339,Climate emergency bill offers real hope,1
340,Literary figures join Extinction Rebellion campaign against thinktanks,1
341,Joe Biden's bold climate policies would leave Australia behind,1
342,BFI study calls on film industry to urgently reduce emissions,1
343,Unilever plans to remove oil-based ingredients from all cleaning products,1
344,Terrawatch: how much peat is there on Earth?,0
345,Global heating motivated American mastodons to trek north,-1
346,Police arrest dozens of Extinction Rebellion protesters in London,-1
347,Queen of the Dolomites glacier could vanish within 15 years,-1
348,Lloyd’s of London reopens building for first time since March,0
349,Trump administration rule seeks to make drilling easier in national forests,-1
350,How SUVs conquered the world – at the expense of its climate,-1
351,'Many people are still missing': Afghanistan families devastated by flash floods,-1
352,Only one in 10 utility firms prioritise renewable electricity – global study,-1
353,Satellite images show rapid growth of glacial lakes worldwide,-1
354,Arctic wildfires emit 35% more CO2 so far in 2020 than for whole of 2019,-1
355,Bushfire royal commission: ABC should be embedded in emergency centres during disasters,-1
356,GB carbon emissions from electricity hit record low in lockdown – report,-1
357,Australia’s big polluters required to offset just 1.2% of greenhouse gas emissions,-1
358,Australian Industry Group urges Coalition to spend 'at least' $3.3bn on renewable energy over coming decade,1
359,Construction and mining industry super fund puts carbon-intensive companies on notice,-1
360,Australian greenhouse gas emissions fall to lowest level since 1998 under Covid restrictions,1
361,E-scooters: time to take the brakes off,1
362,"If democracy looks doomed, Extinction Rebellion may have an answer",1
363,"Murray-Darling mismanagement: floods, water theft, and Burke and Wills’s camels",0
364,Gas companies say they are working with Covid commission and expect federal support soon,0
365,UK firm flying high as eco-friendly airship project gathers pace,1
366,"'It was a feeling of terror: when will the water stop?': Britain's flood victims, six months on",-1
367,Extinction Rebellion plans bank holiday weekend 'uprising',1
368,"Extinction Rebellion to block streets in London, Manchester and Cardiff",1
369,"Population, poverty and the climate emergency",0
370,Green teen memes: how TikTok could save the planet,0
371,UN secretary general urges India to swiftly turn away from coal,0
372,Boss vows to tackle misconduct claims at UN Green Climate Fund,1
373,"Climate crisis: business, farming and environment leaders unite to warn Australia 'woefully unprepared'",-1
374,Afghan floods and a giraffe weighs in: Thursday's best photos,-1
375,Adani fails to win court order to conduct surprise search of environmental activist's home,-1
376,From the archives: the fate of Arctic sea ice,-1
377,Sticking to UK diet advice cuts premature death and CO2 - study,1
378,"Omission of climate crisis at RNC risks losing voters, some conservatives warn",-1
379,"Australia's economic response to Covid ignores aged care, climate crisis and housing, report finds",0
380,Joint venture looks to invest billions in 'natural capital' projects to help combat climate change,1
381,"Antarctica: 60% of ice shelves at risk of fracture, research suggests",-1
382,"Unless we change course, the US agricultural system could collapse",-1
383,US cities are spending millions on trees to fight heat – but are their plans equitable?,0
384,Hong Kong's terracotta tile army marches to the rescue for coral,1
385,Population panic lets rich people off the hook for the climate crisis they are fuelling,-1
386,Methane released in gas production means Australia's emissions may be 10% higher than reported,-1
387,UK lockdown slump cut consumer carbon emissions by a quarter,1
388,"Specieswatch: violet carpenter bee – an exotic, heavyweight arrival to UK",1
389,Australia's chief scientist rejects experts' letter warning him not to back gas,0
390,"Collinsville coal power plant will never proceed as renewables are cheaper, Liberal MPs say",0
391,Legal challenge over UK's exclusion of incinerators from emissions target,0
392,How to land a job protecting the planet: do the groundwork,0
393,'The aliens to watch': how the humble earthworm is altering the Arctic,0
394,‘Next fire season is already upon us’: NSW to adopt all recommendations of bushfire inquiry report,-1
395,Weatherwatch: Danube's ice cover changes are a warning in Hungary,-1
396,Investing in jobs and climate is key,0
397,"Major investment firm dumps Exxon, Chevron and Rio Tinto stock",-1
398,"Unborn children at higher risk of respiratory infections after Morwell fire, study finds",-1
399,The Observer view on the climate catastrophe facing Earth,0
400,Earth has lost 28 trillion tonnes of ice in less than 30 years,-1
401,"Amid fire and pestilence, floods and storms, the personal is political: Trump must go",-1
402,With Covid comes the perfect opportunity to shift Australia's economy away from fossil fuel,0
403,Could the US and Caribbean be heading for their worst hurricane season?,-1
404,"Covid is 'restart button' for climate action, Royal Institution Christmas lecturers say",1
405,Labor to join Greens in opposing $3.3m grant for Collinsville coal power feasibility study,1
406,The Guardian view on the US Democrats: Biden seized his moment,0
407,"Right trousers, but the wrong consultants",0
408,Cat costumes and Trump tractors: Friday's top photos,0
409,The evolution of Extinction Rebellion – podcast,0
410,'All universities must commit to net-zero by 2030': tackling the campus climate crisis,0
411,Ocean Rebellion climate action group launches with protest against cruise ship,0
412,The climate crisis is hitting football – but the global game has time to take action,0
413,The climate crisis has already arrived. Just look to California’s abnormal wildfires,-1
414,Human consumption of the Earth's resources declined in 2020,-1
415,Helen Macdonald: 'It is hard to write about the natural world without writing about grief',-1
416,Insurance giant Suncorp to end coverage and finance for oil and gas industry,0
417,UK weather: Met Office warns of winds up to 70mph to hit coast,-1
418,Greenland's melting ice sheet – in pictures,-1
419,Democratic platform's backtracking on fossil fuels dismays climate activists,0
420,Greenland ice sheet lost a record 1m tonnes of ice per minute in 2019,-1
421,How the climate crisis is already harming America – photo essay,-1
422,Revealed: how the gas industry is waging war against climate action,-1
423,Wong and Plibersek round on Joel Fitzgibbon for suggesting Labor party could split in two,0
424,UK weather: winds of more than 70mph expected as Storm Ellen arrives,-1
425,Crown Estate grants leases for floating windfarm off Wales,1
426,The Guardian view on coronavirus and the climate crisis: seize this chance,0
427,We may have just seen the world's highest recorded temperature ever. Has that sunk in?,-1
428,Large-scale renewable energy investment in Australia falls to lowest level since 2017,-1
429,"Another two years lost to climate inaction, says Greta Thunberg",0
430,"After two years of school strikes, the world is still in a state of climate crisis denial",-1
431,Racism burns Australia like pox and plague. We're not all in this together,-1
432,How the twin disasters of climate change and Covid-19 could transform our cities,-1
433,BHP commits to selling its thermal coalmines within two years,0
434,We live in a time of climate breakdown with no moral leadership – but we can take action,0
435,Extreme weather just devastated 10m acres in the midwest. Expect more of this,-1
436,"UK facing worst wheat harvest since 1980s, says farmers' union",-1
437,Considering air con? That’s how much the UK’s climate has changed already,-1
438,The return of Extinction Rebellion,0
439,Tessa Khan: ‘Litigation is a powerful tool in the environmental crisis’,0
440,We’ve got to start thinking beyond our own lifespans if we’re going to avoid extinction,-1
441,"Here be dragonflies, thriving in Britain as never before",1
442,Land of the lizards: Victoria's East Gippsland was a refuge for threatened reptiles. The fires changed that,1
443,"Australia's environmental protection laws should mention climate change, government told",1
444,Mona Chalabi: what if everyone had an air-mile allowance? – cartoon,1
445,"UK infrastructure inadequate for climate emergency, experts warn",-1
446,The Guardian view on record-breaking weather: the heat is on,-1
447,'We're not here for doom and gloom': meet the hosts of climate change podcast How to Save a Planet,0
448,The underwater future of the Maldives – in pictures,-1
449,"Izaskun Chinchilla: ‘If we free up space in cities, we can plant trees’",0
450,Here is why we are taking the Australian government to the UN over its inaction on climate change,0
451,Trump exiting Paris accord will harm US economy – LSE research,-1
452,Scottish minister warns of climate challenge after Stonehaven crash,0
453,"Marine food webs could be radically altered by heating of oceans, scientists warn",-1
454,Australia asks UN to dismiss Torres Strait Islanders' claim climate change affects their human rights,-1
455,Trump rolls back methane climate standards for oil and gas industry,-1
456,Great Barrier Reef envoy Warren Entsch urges fellow Liberal MPs to do more on climate change,0
457,This oil spill could destroy the beautiful Mauritius I once knew,-1
458,Moderate Tories join greens to call for fossil fuel car ban by 2030,1
459,UK temperatures pass 34C for six days in row for first time since records start,-1
