ID,TITLE,LABEL
80,Victoria toughens negotiating stance on national energy guarantee,0
81,Don’t despair – climate change catastrophe can still be averted,0
82,Caribbean states beg Trump to grasp climate change threat: 'War has come to us',-1
83,Domino-effect of climate events could move Earth into a ‘hothouse’ state,-1
84,'Big call': minister refuses to link drought to climate change on Q&A,-1
85,Abbott policies reduced effectiveness of foreign aid to combat climate change,-1
86,World history seen via a shop window,0
87,US wildfires: smoke billows and we're stuck indoors – this is how we live now,-1
88,The GOP and Big Oil can't escape blame for climate change,-1
89,Welsh river study reveals 'troubling' decline of wildlife,-1
90,Heatwave temperatures may top 45C in southern Europe,-1
91,Deaths rose 650 above average during UK heatwave – with older people most at risk,-1
92,"Pollution is slowing the melting of Arctic sea ice, for now",-1
93,Denialism: what drives people to reject the truth,-1
94,The Guardian view on butterflies: elegant ambassadors for insects,0
95,California vows to 'fight this stupidity' as EPA moves to scrap clean car rules,-1
96,I won’t go on the BBC if it supplies climate change deniers as ‘balance’,-1
97,'You're the naive one': youth activist's open letter to a candidate for governor,0
98,Tessa Tennant obituary,-1
99,Wildfire smoke: experts warn of 'serious health effects' across western US,-1
100,Is compassion fatigue inevitable in an age of 24-hour news?,-1
101,Sweden's highest point set to lose title as glacier melts,-1
102,"Last year was warmest ever that didn't feature an El Niño, report finds",-1
103,Fire and water: July's global weather extremes – in pictures,-1
104,"Energy guarantee to drive slight renewables increase, but emissions will also rise",-1
105,Was this the heatwave that finally ended climate denial?,-1
106,"Surrounded by fire, California politicians question links to climate change",-1
107,Unsurvivable heatwaves could strike heart of China by end of century,-1
108,Climate change denial won’t even benefit oil companies soon,-1
109,"2017 UK's fifth warmest year on record, says Met Office",-1
110,"As California burns, many fear the future of extreme fire has arrived",-1
111,World's largest king penguin colony has declined by 90%,-1
112,"Extreme weather could push UK food prices up this year, say farmers",-1
113,America spends over $20bn per year on fossil fuel subsidies. Abolish them,-1
114,Forest Green Rovers named world's first UN certified carbon-neutral football club,1
115,Your call may be secretly recorded,-1
116,Our scorched Earth needs voters to put more heat on their politicians,0
117,Of course I’m hot – for the return of wrestling and an EastEnders legend,0
118,"Naked geology, dazzling light… my journey into the Arctic",0
119,'We have different ways of coping': the global heatwave from Beijing to Bukhara,-1
120,Deadly wildfires blaze across California amid fears that 'the worst is yet to come',-1
121,Extreme global weather is 'the face of climate change' says leading scientist,-1
122,UK heatwave: Britain facing thunderstorms and travel woes – as it happened,-1
123,"Whinge on, Brits – even Australians can't take this heat",-1
124,"Heatwave made more than twice as likely by climate change, scientists find",-1
125,The Guardian view on the heatwave: our climate is endangered,-1
126,Why is it so hot? – video explainer ,-1
127,"UK ‘woefully unprepared’ for deadly heatwaves, warn MPs",-1
128,Facebook video spreads climate denial misinformation to 5 million users,-1
129,"It feels like 1976. And that long, hot summer didn’t end well",-1
130,(Voracious consumption) x (rising population) = planetary crisis,-1
131,Greek wildfires: dry winter and strong winds led to tinderbox conditions,-1
132,Why is Europe going through a heatwave?,-1
133,"Meet the inspiring, hopeful women fighting for climate justice",0
134,'The US government has checked out on renewables': can cities fill the gap?,0
135,Mary Robinson launches new feminist fight against climate change,0
136,Republican lawmaker pitches carbon tax in defiance of party stance,0
137,Rising temperatures linked to increased suicide rates,-1
138,Scientists detect a human fingerprint in the atmosphere's seasonal cycles,-1
139,Earth's resources consumed in ever greater destructive volumes,-1
140,The big heatwave: from Algeria to the Arctic. But what’s the cause?,-1
141,Huge iceberg threatens small Greenland village with tsunami - video,-1
142,Gina Rinehart company revealed as $4.5m donor to climate sceptic thinktank,0
143,Climate campaigners lose high court battle over carbon target,-1
144,Crop failure and bankruptcy threaten farmers as drought grips Europe,-1
145,97% of House Republicans foolishly reject carbon taxes,-1
146,Wildfires rage in Arctic Circle as Sweden calls for help,-1
147,"Canada's high Arctic glaciers at risk of disappearing completely, study finds",-1
148,Hosepipe ban firm loses 133 litres of water in leaks per house a day,-1
149,Our phones and gadgets are now endangering the planet,-1
150,"Rights not 'fortress conservation' key to save planet, says UN expert",-1
151,UK politicians 'failing to rise to the challenge of climate change',-1
152,Tell us your experiences of heat in your city,-1
153,Comprehensive study: carbon taxes won't hamper the economy,-1
154,Is UK science and innovation up for the climate challenge?,0
155,Huge iceberg threatens tiny Greenland village,-1
156,"This, the third great summer of my lifetime, feels ominous",0
157,Heatwave sees record high temperatures around world this week,-1
158,"Climate change poses threat to UK's historic churches, trust warns",-1
159,Greenpeace and GetUp launch campaign to kill national energy guarantee,-1
160,Ireland becomes world's first country to divest from fossil fuels,0
161,Fahrenheit 100: could this be the summer Britain wakes up to climate change?,-1
162,Rising ocean waters from global warming could cost trillions of dollars,-1
163,Heatwave seems to make manmade climate change real for Americans,-1
164,UK must adapt to climate change now,0
165,The Guardian view on climate change: a global heatwave,-1
166,Trump’s visit and the souring of a special relationship,0
167,"There are genuine climate alarmists, but they're not in the same league as deniers",0
168,Withdrawing from the Paris agreement makes no economic sense,-1
169,I see my garden as a barometer of climate change,0
170,Lost rivers could heat London to cut capital's emissions,0
171,"Pope Francis warns against turning Earth into vast pile of 'rubble, deserts and refuse'",-1
172,Abbott is angry about energy but there are bigger fish to fry,-1
173,"This heatwave is just the start. Britain has to adapt to climate change, fast",-1
174,The moon also rises – as a solution to our energy crisis,1
175,"Scott Pruitt, Trump's embattled EPA chief, resigns amid ethics scandals",0
176,Syrian seeds could save US wheat from climate menace,0
177,Global temperature rises could be double those predicted by climate modelling,-1
178,"Baltic Sea oxygen levels at '1,500-year low due to human activity'",-1
179,Queensland coal push grows as Turnbull tries to land energy guarantee,0
180,Declare energy independence with carbon dividends,0
181,"Electricity sector won't bear brunt of Paris emissions reduction, energy analyst warns",0
182,Weatherwatch: wildfires highlight importance of UK's peatlands,-1
183,Republicans try to save their deteriorating party with another push for a carbon tax,-1
184,How researchers can help the world face up to its 'wicked' problems,-1
185,'We've turned a corner': farmers shift on climate change and want a say on energy,-1
186,"More Saddleworth-style fires likely as climate changes, scientists warn",-1
187,Climate change has turned Peru's glacial lake into a deadly flood timebomb,-1
188,Our natural world is disappearing before our eyes. We have to save it,-1
189,Scientists call for a Paris-style agreement to save life on Earth,0
190,Meet America's new climate normal: towns that flood when it isn't raining,-1
191,Housing and car industries should be ‘ashamed’ of climate record,-1
192,Brexit Britain’s dash for growth will be a disaster for the environment,-1
193,"Wake up, Britain. We’ve been betrayed over Heathrow",-1
194,"Trump should inspire us all, but not in the way you might guess",-1
195,"UK environment policies in tatters, warn green groups",-1
196,Canada's largest national park risks losing world heritage status,-1
197,The environmental impact of a third runway at Heathrow,-1
198,Rising seas: 'Florida is about to be wiped off the map',-1
199,Weatherwatch: California's clearer skies raise fire risk,-1
200,"Morrisons' paper bag switch is bad for global warming, say critics",-1
201,"30 years later, deniers are still lying about Hansen’s amazing global warming prediction",-1
202,Record emissions keep Australia on path to missing Paris target,-1
203,Coral reefs ‘will be overwhelmed by rising oceans’,-1
204,Weatherwatch: the nuclear option and rising levels of anxiety,-1
205,MPs to examine environmental footprint of UK fashion industry,-1
206,Some rare good climate news: the fossil fuel industry is weaker than ever,1
207,Cross-party MPs say government is dragging feet on air pollution,-1
208,Tony Abbott tells party he was misled by advisers over Paris climate deal,-1
209,"Ex-Nasa scientist: 30 years on, world is failing 'miserably’ to address climate change",-1
210,Should we be worried about surging Antarctic ice melt and sea level rise?,-1
211,"Flooding from sea level rise threatens over 300,000 US coastal homes – study",-1
212,Australian firms told to catch up on climate change risk checks,-1
213,Mozambique: the secret rainforest at the heart of an African volcano,1
214,Where have all our insects gone?,-1
215,Pressure review – David Haig takes us into the eye of the D-day storm,0
216,Frydenberg tells states conservative Liberals won't get their way on emissions cuts,-1
217,Leaked UN draft report warns of urgent need to cut global warming,-1
218,Josh Frydenberg in final phase of talks with states over national energy guarantee,0
219,"Inside the AEF, the climate denial group hosting Tony Abbott as guest speaker",0
220,The legal fight to leave the dirtiest fossil fuels in the ground,0
221,EU raises renewable energy targets to 32% by 2030,0
222,Big Oil CEOs needed a climate change reality check. The pope delivered,-1
223,One new species of 'micro-moth' found in Britain every year,1
224,"Antarctic ice melting faster than ever, studies show",-1
225,"Rise in global carbon emissions a 'big step backwards', says BP",-1
226,"Climate change is wiping out the baobab, Africa’s ‘tree of life’",-1
227,"Cut out meat, pets and kids to save the Earth",-1
228,Universal basic income and rewilding can meet Anthropocene demands,-1
229,How can climate policy stay on top of a growing mountain of data?,0
230,It's Hooray for Climate Scientists Day (formerly Hug a Climate Scientist Day),0
231,Giant African baobab trees die suddenly after thousands of years,-1
232,"Australia's emissions reduction target 'unambitious, irresponsible'",-1
233,Activists channel Martin Luther King with new national climate campaign,0
234,The Wall Street Journal keeps peddling Big Oil propaganda,-1
235,'Australia doesn’t realise’: worsening drought pushes farmers to the brink,-1
236,Pope Francis tells oil bosses world must reduce fossil fuel use,1
237,Weatherwatch: June is not as moderate as its reputation,0
238,Heathrow and the ‘aviation mafia’,-1
239,Britain’s nuclear U-turn puts us in a very lonely club,0
240,It's time for Ireland to deliver a credible climate plan,0
241,"Move to renewables a 'good thing', Nationals' David Littleproud says",0
242,Respecting women’s rights and the planet key to family planning,0
243,Tiny shrimp could influence global climate changes,1
244,"Academic Peter Ridd not sacked for his climate views, university says",-1
245,Flooding from high tides has doubled in the US in just 30 years,-1
246,Farmers challenge Nationals' claim drought unrelated to climate change,-1
247,'Impossible-to-cheat' emissions tests show almost all new diesels still dirty,1
248,The Guardian view on Heathrow expansion: better never than so late,-1
249,"'Carbon bubble' could spark global financial crisis, study warns",-1
250,What is the carbon bubble and what will happen if it bursts?,-1
251,The latest weak attacks on EVs and solar panels,-1
252,"'No doubt our climate is getting warmer,' Malcolm Turnbull says",-1
253,Don't turn to the military to solve the climate-change crisis,-1
254,Farming and humanity versus the environment,0
255,Eerie silence falls on Shetland cliffs that once echoed to seabirds’ cries,-1
256,Up in smoke: what did taxpayers get for the $2bn emissions fund?,-1
257,India slashes heatwave death toll with series of low-cost measures,-1
258,"Businesses will act on climate despite Trump, says ex-UN climate chief",0
259,Harsh immigration rules still apply – and Macron is no hero,-1
260,Brenda the Civil Disobedience Penguin is back. The Great Barrier Reef isn't,-1
261,"Paris deal: a year after Trump announced US exit, a coalition fights to fill the gap",-1
262,Margaret Atwood: women will bear brunt of dystopian climate future,-1
263,Are avocados toast? California farmers bet on what we'll be eating in 2050,-1
264,Artists on climate change: the exhibition tackling a global crisis,1
265,"'Sea, ice, snow ... it’s all changing': Inuit struggle with warming world",-1
266,"Say hello to Justin Trudeau, the world's newest oil executive",-1
267,Meat and fish multinationals 'jeopardising Paris climate goals',-1
268,"Nasa full of 'fear and anxiety' since Trump took office, ex-employee says",-1
269,Podcast: We need to talk about … the rise of veganism,0
270,Butterflywatch: here come the skippers in the May parade,-1
271,Cricket is natural choice to be a world leader on climate change,0
272,Trump administration refuses to consider that 97% of climate scientists could be right,-1
273,Weatherwatch: pollution can make clouds drier,-1
274,Land-clearing wipes out $1bn taxpayer-funded emissions gains,-1
275,Dutch government appeals against court ruling over emissions cuts,-1
276,Emissions scheme wastes millions on projects that would have gone ahead anyway,0
277,'We can't see a future': group takes EU to court over climate change,-1
278,Scotland draft climate change bill sets 90%-by-2050 emission reduction target,0
279,'They're everywhere': has the decline of the seal hunt saved the polar bear?,-1
280,"Hitting toughest climate target will save world $30tn in damages, analysis shows",-1
281,Global warming made Hurricane Harvey more destructive,-1
282,Our laws make slaves of nature. It’s not just humans who need rights,-1
283,Shell investors revolt over pay and maintain pressure over climate change,-1
284,Death toll climbs in Karachi heatwave,-1
285,"Carbon markets back from the brink of collapse, says World Bank",-1
286,The big Republican science quiz: how much don't you know?,0
287,Yuval Noah Harari: Brexit will not halt drive to 'human unification',-1
288,"Yes, EVs are green and global warming is raising sea levels",0
289,Drax power station to lead fresh carbon capture trial,-1
290,Shell faces shareholder challenge over climate change approach,-1
291,Save our bugs! How to avert an insect Armageddon,-1
292,"All care, no policy: Liberal party pretenders exposed",0
293,Will putting a price on nature devalue its worth?,-1
294,Students go on hunger strike to pressure Cambridge University to divest,-1
295,Is Napa growing too much wine? Residents seek to preserve treasured land,0
296,Republican congressman explains sea-level rise: it's rocks falling into the sea,-1
297,"Climate change on track to cause major insect wipeout, scientists warn",-1
298,"Climate change an 'existential security risk' to Australia, Senate inquiry says",-1
299,My daughter is right: our generation is wrecking the world for hers,-1
300,"UK must secure billions in investment to meet climate targets, MPs warn",0
301,One man's race to capture the Rocky Mountains glaciers before they vanish,0
302,It's no surprise emissions keep going up. There's no price on carbon,-1
303,'My partner convinced me of the facts': readers on changing their opinion on climate change,0
304,"California, battered by global warming’s weather whiplash, is fighting to stop it",-1
305,Gas boom fuels Australia's third straight year of rising emissions,-1
306,‘Young people are angry’: the teenage activists shaping our future,-1
307,Peers to rebel over ‘toothless’ post-Brexit green watchdog,-1
308,Kinder Morgan pipeline: Al Gore joins fight to block 'destructive' project,0
309,Contribute to a Guardian podcast that asks 'Should we all be vegan?',0
310,Hurricane season may be even worse in 2018 after a harrowing 2017,-1
311,New technology could slash carbon emissions from aluminium production,0
312,Global warming is melting Antarctic ice from below,-1
313,A radical way to cut emissions – ration everyone’s flights,-1
314,Secret UK push to weaken EU climate laws 'completely mad',0
315,"'It's all about vested interests': untangling conspiracy, conservatism and climate scepticism",0
316,Global warming will depress economic growth in Trump country,-1
317,Wikipedia: the most cited authors revealed to be three Australian scientists,-1
318,What is the true cost of eating meat?,0
319,Weatherwatch: ​why does Antarctic ice melt in the depths of winter?,-1
320,Michael Gove leading plan to ban sale of new hybrid cars by 2040,0
321,California burning: life among the wildfires,-1
322,Climate sceptic group IPA suggested as co-host of Australian visit by Trump's environment chief,-1
323,Future sailors: what will ships look like in 30 years?,0
324,Climate change aid to poor nations lags behind Paris pledges,-1
325,Liberal activists target Tony Abbott's seat over climate change policy,-1
326,Pakistani city breaks April record with day of 50C heat,-1
327,Everglades under threat as Florida's mangroves face death by rising sea level,-1
328,"France and Australia can be heart of new Indo-Pacific axis, Macron says",0
329,"Climate 'culture war' will doom Australia to fail on emissions targets, Labor says",-1
330,Terrawatch: rocks could have a role in combatting climate change,1
331,ABC report calling Tony Abbott 'destructive' found to have breached code,-1
332,Bill McKibben: 'There’s clearly money to be made from sun and wind',0
333,Weatherwatch: arid American west expands eastwards,0
334,Coalition's energy guarantee: modelling assumes Liddell power plant retired by 2023,0
335,Penny Wong says Labor will try and undo Abbott's legacy on climate policy,0
336,"Republicans have so corrupted EPA, Americans can only save it in the voting booth",-1
337,Boaty McBoatface leads £20m mission to melting Antarctic glacier,-1
338,Budget earmarks $500m to mitigate Great Barrier Reef climate change,1
339,Al Gore warns worst of climate change will be felt by black and poor people,-1
340,Can we stop the Arctic meltdown?,0
341,"'If I were the president, I'd get rid of you': Scott Pruitt lacerated at ethics hearing",0
342,The missing maths: the human cost of fossil fuels,0
343,'We're doomed': Mayer Hillman on the climate reality no one else will dare mention,-1
344,Macron: 'One day the US will come back to the Paris agreement' – video,0
345,Climate change to drive migration from island homes sooner than thought,-1
346,Canada may swap 50-year-old flame for LED lights in quest to cut carbon,-1
347,America's best scientists stood up to the Trump administration,0
348,"Hey millennials, don’t fall for Shell’s pop star PR",-1
349,Foreign Office climate staff cut by 25% under Boris Johnson,-1
350,Graphene 'a game-changer' in making building with concrete greener,0
351,Pruitt promised polluters EPA will value their profits over American lives,0
352,Could sprinkling sand save the Arctic's shrinking sea ice?,0
353,Michael Bloomberg pledges $4.5m to cover US Paris climate commitment,0
354,Mozambique prays for rain as water shortages hit country’s poor,-1
355,What happened to winter? Vanishing ice convulses Alaskans' way of life,-1
356,What steps can the UK take to reach net zero emissions by 2050?,0
357,UK drives into e-vehicle fast lane with 11% sales rise,0
358,Great Barrier Reef: 30% of coral died in catastrophic 2016 heatwave – video,-1
359,Great Barrier Reef: 30% of coral died in 'catastrophic' 2016 heatwave,-1
360,"Scientists unveil 10,000 sq ft model of Mississippi delta to help save coastline",0
361,Glacier loss is accelerating because of global warming,-1
362,The Commonwealth can kickstart a global offensive on climate change,-1
363,Warming climate to nearly double demand for cooling appliances,-1
364,UK to review climate target raising hopes of a zero emissions pledge,0
365,"To lead on climate, countries must commit to zero emissions",0
366,'Lightweight PR and greenwash' – BP's low-carbon plan dismissed,-1
367,The courts are deciding who's to blame for climate change,0
368,Coalition considers letting power companies buy offsets to cut emissions,0
369,Hurricane-hit islands need debt relief,-1
370,British farmers in turmoil as delayed spring plays havoc with growing season,-1
371,Carbon dioxide from ships at sea to be regulated for first time,-1
372,"Avoid Gulf stream disruption at all costs, scientists warn",-1
373,Have you changed your opinion on climate change? Share your experiences,0
374,The Climate and the Cross: US evangelical Christians tussle with climate change,0
375,Mike Pompeo is a disaster for the planet. Why do Democrats back him?,0
376,New satellite to spot planet-warming industrial methane leaks,0
377,"Gulf Stream current at its weakest in 1,600 years, studies show",-1
378,World’s largest brewer develops greener way to put bubbles in beer,0
379,What is it about coal that makes old white men so crazy?,-1
380,British butterflies suffered seventh worst year on record in 2017,-1
381,EPA’s war with California proves America needs a carbon tax,-1
382,Weatherwatch: overheating cities take steps to cool down,-1
383,BBC Radio 4 broke accuracy rules in Nigel Lawson climate change interview,0
384,Cement industry urged to reduce 'invisible' global emissions,-1
385,Warming climate could see butterfly loved by Churchill return to UK,0
386,Mark Carney warns of climate change threat to financial system,-1
387,"Pee and pesticides: Thoreau's Walden Pond in trouble, warn scientists",-1
388,The Guardian view on Antarctica: the worrying retreat of the ice,-1
389,Climate change threatens rare British orchid that tricks bees into mating,-1
390,American conservatives are still clueless about the 97% expert climate consensus,-1
391,IEA accused of undermining global shift from fossil fuels,-1
392,Scientists suggest a giant sunshade in the sky could solve global warming,-1
393,"You don't have to be a climate science denier to join the Monash coal forum, but it helps",0
394,Shell threatened with legal action over climate change contributions,-1
395,The dramatic melting of Arctic icebergs – in pictures,-1
396,Only revolutionary new laws can stop Brexit harming the environment,0
397,Scientists examine threats to food security if we meet the Paris climate targets,-1
398,"Underwater melting of Antarctic ice far greater than thought, study finds",-1
399,"On climate change, zero-sum thinking doesn't work",0
400,Country diary: a dissonant overlay of realities,0
401,The unstoppable rise of veganism: how a fringe movement went mainstream,0
402,The Argentinian river that appeared suddenly in 2015 – aerial video ,0
403,"Sorry, Matt Canavan, no one believes coal magic means everyone wins",0
404,London’s air pollution is criminal. That’s why at 71 I’m risking prison,-1
405,"Pollutionwatch: petrol, not diesel, is less polluting in the short term",-1
406,EPA accused of urging staff to downplay climate change after memo leaks,-1
407,Climate scientists debate a flaw in the Paris climate agreement,-1
408,"Australia's emissions rise again in 2017, putting Paris targets in doubt",-1
409,"Majority of Australians support phasing out coal power by 2030, survey finds",0
410,Vanishing Glaciers by Project Pressure - in pictures,-1
411,"'Extreme' fossil fuel investments have surged under Donald Trump, report reveals",-1
412,Keeping the collapse of civilisation at bay,0
413,Off the lamb: how to eat with a low carbon footprint,0
414,Hotting up: how climate change could swallow Louisiana's Tabasco island,-1
415,"Hydrogen-powered transport key to climate targets, says Shell",0
416,Study: wind and solar can power most of the United States,1
417,Good news about renewables: but the heat is still on to cut fossil fuel use,0
418,‘We want to repower NSW’: thousands rally against coal in Sydney,0
419,Beastly weather and climate catastrophe,-1
420,'It's more than just turning off the lights': what else to do for Earth Hour,0
421,The radical otherness of birds: Jonathan Franzen on why they matter,0
422,Minister cites climate change in rejection of opencast coal mine,0
423,"In court, Big Oil rejected climate denial",-1
424,It’s time we listened to people like Mark Boyle,0
425,Warning of power shortfall risk after closure of Liddell plant,0
426,Climate science on trial as high-profile US case takes on fossil fuel industry,-1
427,Weatherwatch: Arctic sea ice engages combat submarines,-1
428,Murray-Darling system under strain as orchard plantings increase 41%,-1
429,NSW Labor refuses to approve forestry agreements based on 'out-of-date' science,-1
430,Tell us: what actions will you be taking for Earth Hour?,0
431,Cyclone Marcus: Turnbull sends thoughts five days after storm hit Darwin,-1
432,A judge asks basic questions about climate change. We answer them,0
433,"Fish and chips to curry: UK's favourite dishes at risk from climate change, research shows",0
434,Can climate litigation save the world?,0
435,Marine heatwave set off 'carbon bomb' in world's largest seagrass meadow,-1
436,Energy market commission says electricity grid increasingly unstable,-1
437,"Climate change soon to cause movement of 140m people, World Bank warns",0
438,"John Kelly shut down Pruitt’s climate denial ‘red team,’ but they have a Plan B",0
439,"Ban new petrol and diesel cars in 2030, not 2040, says thinktank",0
440,Billion-dollar polar engineering ‘needed to slow melting glaciers’,0
441,"Offsets for emissions breaches prove Australia has a carbon market, Labor says",0
442,Awkward questions about diversity,0
443,It's 50 years since climate change was first seen. Now time is running out,-1
444,"If business leaders want to regain our trust, they must act on climate risk",0
445,World weatherwatch: Nor'easter whips against US as cyclones slam South Pacific,-1
446,"Biofuels can help solve climate change, especially with a carbon tax",0
447,World’s great forests could lose half of all wildlife as planet warms – report,-1
448,"Extreme winter weather becoming more common as Arctic warms, study finds",-1
449,Greens electric car push: end sale of petrol and diesel vehicles by 2030,0
450,"Weatherwatch: Over Southern Ocean, clouds are made to a different recipe",-1
451,Burning coal may have caused Earth’s worst mass extinction,-1
452,"Climate change is a disaster foretold, just like the first world war",-1
453,"Volkswagens in Australia using more diesel after recall, research finds",-1
454,I left my serious job for the frivolous food industry. But chefs can bring change to the table,0
455,NSW laws that make land clearing easier reinstated by Berejiklian government,0
456,Landmark case challenges land clearing based on climate change impact,0
457,Climate change tightens grip on US west coast despite progressive aspirations,0
458,"Arctic has warmest winter on record: 'It's just crazy, crazy stuff'",-1
459,Ban Ki-moon: US has caused serious damage to Paris climate efforts,-1
460,Stop blaming ‘both sides’ for America’s climate failures,-1
461,Why what we eat is crucial to the climate change question,0
462,The death of diesel: can struggling industry woo back consumers?,0
463,Secret penguin supercolony find is a joy. Now for their protection,0
464,"Antarctic diary: 'Before I'd finished my tea, I'd seen three pods of whales'",0
465,"Arctic spring is starting 16 days earlier than a decade ago, study shows",-1
466,Rio Tinto faces $84bn shareholder revolt over membership of Minerals Council,-1
467,Pollutionwatch: wood burning is not climate friendly,-1
468,The Guardian view on snow and ice: it’s too cold here but too warm in the Arctic,-1
469,Actions today will decide Antarctic ice sheet loss and sea level rise,-1
470,Politicised students are a nightmare for the government – any ​attempt to neutralise them is doomed,-1
471,Q&A: What does all this snow mean for climate change?,-1
472,"Shorten is selling out miners to get Green votes on Adani, says Turnbull",0
473,Geoff Cousins reveals how Bill Shorten wavered on Adani mine,0
474,Arctic warming: scientists alarmed by 'crazy' temperature rises,-1
475,"Lack of models, not charging points, 'holding back electric car market'",0
476,Scientists have detected an acceleration in sea level rise,-1
477,"More than 100 cities now mostly powered by renewable energy, data shows",1
478,CO2 emissions from average UK new car rise for first time since 2000,-1
479,"Fracking – the reality, the risks and what the future holds",-1
480,The terrifying phenomenon that is pushing species towards extinction,-1
481,Standing Rock is everywhere: one year later,0
482,Anthony Albanese rules out retrospective legislation to fight Adani,0
483,Stronger storms mean new 'category six' scale may be needed,-1
484,Billy Graham was on the wrong side of history,0
485,Climate change 'will push European cities towards breaking point',-1
486,Plantwatch: seagrass meadows are vital – but in serious decline,-1
487,'Sloppy and careless': courts call out Trump blitzkrieg on environmental rules,0
488,Scientists race to explore Antarctic marine life revealed by giant iceberg,0
489,Trees for Trump: 1m plants pledged to offset U-turn on climate change,-1
