ID,TITLE,LABEL
97,Influential shareholder adds to pressure on Barclays over fossil fuel loans,-1
98,Call for new committee to get COP26 talks back on track,0
99,Voters can help bring an end to climate anxiety,-1
100,EU accused of climate crisis hypocrisy after backing 32 gas projects,-1
101,Giant dams enclosing North Sea could protect millions from rising waters,-1
102,BP sets net zero carbon target for 2050,-1
103,"UK could ban sale of petrol and diesel cars in 12 years, says Shapps",-1
104,Revealed: big oil's profits since 1990 total nearly $2tn,-1
105,New resources minister Keith Pitt rejects calls for higher taxes on gas industry,0
106,Trump ‘turns back the clock’ by luring drilling companies to pristine lands,-1
107,A humanitarian crisis looms in Africa unless we act fast to stop the desert locust,-1
108,The real problem with your Netflix addiction? The carbon emissions,-1
109,Fossil fuel pollution behind 4m premature deaths a year – study,-1
110,"Climate activists must play leading role in COP26 talks, says Sturgeon",0
111,A 60% rise in industrial emissions points to failure of Coalition's 'safeguard mechanism',-1
112,Gove criticises US and Brazil for climate crisis scepticism,0
113,Democrats are reaching farmers with an exciting message: green agriculture,0
114,'We have nothing to keep the sea out': the struggle to save Spain's Ebro Delta,-1
115,Plan to expand Bristol airport rejected after climate protests,1
116,Pupils draft their own climate bill as anxiety grows over lack of guidance for schools,-1
117,The national curriculum barely mentions the climate crisis. Children deserve better,-1
118,Counting the cost of the bushfires: Australia's summer of dread,-1
119,Mike Cannon-Brookes says Zali Steggall’s bill could repair Australia’s reputation on climate,0
120,Alarm over collapse of chinstrap penguin numbers,-1
121,"I have witnessed the horrors of climate change in the Pacific. Australia, it is time for action",-1
122,Q&A recap: business council calls for legislated target of net zero emissions by 2050,0
123,The Guardian view on climate anxiety: we live in frightening times,-1
124,'We need to feel urgency': Arizona Muse campaigns for Extinction Rebellion,-1
125,Greta Thunberg to make new documentary series for the BBC,0
126,Thousands of Sydney homes still without power after heavy rain – as it happened,-1
127,‘Overwhelming and terrifying’: the rise of climate anxiety,-1
128,Why we need to value our low-carbon pastimes more,0
129,Fires and floods: maps of Europe predict scale of climate catastrophe,-1
130,Fires and floods: Australia already seesaws between climate extremes – and there's more to come,-1
131,Two moderate Liberal MPs say government should not back new coal plants,0
132,Storm Ciara: travel chaos and floods amid warning of 'danger to life' – as it happened,-1
133,New-builds and the climate emergency,0
134,Zali Steggall to unveil climate change bill and push for a conscience vote for MPs,0
135,Labor's Richard Marles won't rule out supporting new coal developments,-1
136,'Good' climate policy can no longer be our goal. It's time to reach for perfect,0
137,"'Life will go on': battered by bushfire, East Gippsland starts to pick up the pieces",-1
138,Activists try to occupy British Museum in protest against BP ties,1
139,Do you have it in green? The living fabrics that can help clean the air,1
140,For peat’s sake: how to protect bogs,1
141,Jenny Offill: ‘I no longer felt like it wasn’t my fight’,0
142,After the wildfires: tourist firms in California's wine country say no one is coming,-1
143,'The omnivore is alive and well in LA': the Oscars attempt to go green,0
144,Weatherwatch: no-show for winter snow,-1
145,No vintage: Australian vineyards dump grape harvest as bushfire smoke takes its toll,-1
146,Yael Stone's 2020s vision: Let's get out of our silos and meet in the middle,-1
147,Big polluters again allowed to lift emissions without penalty,-1
148,Can the aviation industry really go carbon neutral by 2050?,0
149,Can Boris Johnson be trusted to act on the climate crisis?,0
150,Climate activists bring Trojan horse to British Museum in BP protest,1
151,"UK unprepared for COP 26 conference, warn climate leaders",-1
152,A trade deal with Trump’s America would shred Britain’s climate ambitions,-1
153,EU states clash over use of toxic mercury in light bulbs,-1
154,The EU’s green deal is a colossal exercise in greenwashing,-1
155,Antarctica logs hottest temperature on record with a reading of 18.3C,-1
156,This is the age of the megafire – and it’s being fuelled by our leaders,-1
157,I enjoy taking climate deniers to task but here's the question Q&A should have answered,0
158,Clover Moore demands PM explain Angus Taylor's use of false document to attack her,-1
159,Does writing books still matter in an era of environmental catastrophe?,-1
160,Bumblebees' decline points to mass extinction – study,-1
161,Humanity under threat from perfect storm of crises – study,-1
162,"Capacity, cost and CO2 – the HS2 arguments roll on",-1
163,'Beast from the east' cold snap led to spike in Britain's emissions,-1
164,Guardians of Life review – Joaquin Phoenix's climate call goes down in flames,-1
165,Witnesses fight back tears at NSW inquiry into 'anti-climate' scope 3 emissions law,-1
166,Adam Bandt: the Greens must provide hope there is an exit strategy from climate catastrophe,0
167,The COP26 climate conference can still be a success. Here's how,0
168,The eco gender gap: why is saving the planet seen as women’s work?,-1
169,Julie Bishop: Coalition should lead world on climate despite 'missteps' on bushfires,-1
170,UK foreign minister urges Australia to strive for net zero emissions by 2050,-1
171,Johnson urged to set out firm plans for UK's net-zero carbon target,0
172,Modern ark: designs for the new climate reality – in pictures,0
173,PM under pressure to appoint COP 26 head as Gove tipped for job,0
174,The Guardian view on HS2: let the train take the strain,-1
175,Put Caroline Lucas in charge of COP 26,0
176,Does Johnson 'understand' climate change? – Politics Weekly podcast,0
177,Hazard reduction burning had little to no effect in slowing extreme bushfires,-1
178,Barclays faces fresh investor revolt over fossil fuels,-1
179,Boris Johnson and Jeremy Corbyn clash over climate change – video,-1
180,Jeremy Corbyn: PM is 'failing spectacularly' on climate crisis,-1
181,Greenpeace blocks BP HQ with solar panels on new CEO's first day,0
182,"When it comes to climate hypocrisy, Canada's leaders have reached a new low",-1
183,David Cameron turns down offer of COP 26 climate summit job,0
184,Scott Morrison insists he will not be 'bullied' as Coalition splits on climate widen,-1
185,Ryanair accused of greenwash over carbon emissions claim,-1
186,Johnson sets out his climate crisis vision as Cameron turns down talks role,0
187,Steve Bell on the UK's response to the climate crisis – cartoon,0
188,Claire O’Neill’s letter to Boris Johnson – what it really means,0
189,EU urged to adopt meat tax to tackle climate emergency,1
190,Starmer vows to stop Labour HQ imposing candidates on local parties – live news,0
191,Holyrood and UK ministers in row about possible COP 26 venue,-1
192,Is the Australian government really ‘meeting and beating’ its emissions reduction targets?,-1
193,Car industry: PM has 'moved goalposts' over petrol and diesel ban,-1
194,'A huge encouragement': Sir David Attenborough endorses government's climate promises – video ,0
195,Airlines want you to think they’re serious about the climate crisis. They’re not,-1
196,Boris Johnson promises urgent climate action after stinging criticism,0
197,New Nationals deputy chastises Bridget McKenzie for 'partisan' sports grants allocation,-1
198,"Boris Johnson doesn’t get climate change, says sacked COP 26 head",-1
199,"Global heating a serious threat to the world's climate refuges, study finds",-1
200,Coalition MPs clash over climate policy in first party room meeting of 2020,0
201,Boris Johnson urges major economies to go carbon neutral by 2050,0
202,"Bruno Latour: 'Trump and Thunberg inhabit different planets – his has no limits, hers trembles'",-1
203,A horde of climate ratbags is saving the Earth by sheer force of numbers (and vegan treats),-1
204,'Australia's largest unsanctioned art show': guerrilla bushfire campaign hijacks bus shelters,-1
205,'Australia is on fire': the political posters taking over bus shelters – in pictures,-1
206,Change is possible: Australia needs a Green New Deal,0
207,UK air industry sets zero carbon target despite 70% more flights,0
208,Saving the planet: UK role vital if COP 26 climate talks to succeed,1
209,Ofgem sets out nine-point plan to prioritise climate crisis,1
210,Host UK 'does not have clear vision' for last-ditch climate talks,-1
211,30 years of Australia's hollow promises on climate policy - with Lenore Taylor,-1
212,Will HS2 really help cut the UK’s carbon footprint?,0
213,Scientists call on MPs to urgently reduce Australia's emissions amid bushfire crisis,-1
214,Car industry could see price war on hybrid vehicles in 2020,-1
215,In the ground and off the page: why we’re banning ads from fossil fuels extractors,1
216,Thomas Keneally: ‘These fires have changed us’,-1
217,"‘We’ve pissed mother nature off, big time’: the people coming home after Australia's fires",-1
218,Former energy minister removed as UN climate talks chair,0
219,Cropped-out climate activist Vanessa Nakate urges media to hear Africans,1
220,You're drinking what? Dairy lobby fights back with a new definition of the word 'milk',0
221,A government of doers! The Morrison government's exciting and extensive agenda for 2020,0
222,"Change climate policy now to avert oil market crisis, warns thinktank",1
223,Scott Morrison strikes $2bn deal with NSW to boost gas supply,-1
224,Australian Conservation Foundation calls for cap on fuel tax credits for big business,0
225,"Cumberbatch, Colman among stars urging action on climate and poverty",0
226,The US government claims I'm a 'domestic terrorist'. Am I?,-1
227,Bushfire survivors join claim against ANZ for financing climate crisis,-1
228,UK sued for approving Europe’s biggest gas power station,-1
229,"Now that climate change is irrefutable, denialists like Andrew Bolt insist it will be good for us",-1
230,I pioneered the four-day week – now it must be used to fight the climate crisis,1
231,Greta Thunberg files application to trademark her name,0
232,Makeover: Copenhagen fashion week announces 'radical' sustainability goals,1
233,"Huge rise in Scotland's deer cull needed to protect land, says report",0
234,Climate breakdown 'is increasing violence against women',-1
235,The Clean Water Act was a staggering bipartisan achievement. Now Trump is gutting it,-1
236,'Like I wasn't there': climate activist Vanessa Nakate on being erased from a movement,-1
237,"A billion creatures have died, the climate is transformed. It is impossible to understand",-1
238,Our government is choosing to fail on climate and trying to make a virtue of it,-1
239,"Shamans, spirits, survival: how Claudia Andujar fought for the Yanomami tribe",-1
240,"Let's abandon climate targets, and do something completely different",-1
241,"Australia already 'carrying its load' on emissions and must adapt to warmer climate, PM says",-1
242,Finding a way through the Overton climate window is the only way forward,0
243,Factcheck: is New Zealand hypocritical to reject Australia's climate accounting?,-1
244,"Australia is 'ground zero' in climate crisis and must show leadership, top researchers say",0
245,"When the fires stop, let's extend our sense of national unity beyond the immediate crisis",-1
246,Essential poll: 51% of voters think PM should have sacked Bridget McKenzie over sports rorts,0
247,"Trust our expertise or face catastrophe, Amazon peoples warn on environment",-1
248,Extinction Rebellion: charges against five protesters dismissed,1
249,Nightmares on wax: the environmental impact of the vinyl revival,-1
250,Drought in southern Africa means cricket must look hard in the mirror,-1
251,Africa is humanitarian 'blind spot': the world's top 10 forgotten crises – report,-1
252,How the 'Venice of Africa' is losing its battle against the rising ocean,-1
253,Greyhound cuts ties with Adani mine after backlash from climate activists,0
254,Our ancestors managed fire country for millennia. We yearn to burn once more,-1
255,Hundreds of workers defy Amazon rules to protest company's climate failures,-1
256,Sainsbury's in £1bn investment to become carbon neutral by 2040,0
257,"UK must create 120,000 green energy jobs by 2030 to meet targets",0
258,Global heating may lead to wine shortage,-1
259,The World Bank Group is committed to climate action and reducing poverty,0
260,Charity won't fix inequality. Only structural change will,0
261,'Chuffed to be chosen': participants attend first UK climate assembly,1
262,English councils set to miss carbon emission targets,-1
263,The despot dilemma: should architects work for repressive regimes?,-1
264,French NGOs and local authorities take court action against Total,0
265,Kindness is not enough: Australia needs a strategic national response to the bushfires,-1
266,Federal government withholds water funding from NSW in Murray-Darling standoff,-1
267,£30bn pension fund: we'll sack asset managers that ignore climate crisis,0
268,Inequality makes climate crisis much harder to tackle,-1
269,The week in podcasts and radio: Drilled; Discovery – Ecological Grief,-1
270,"If you love Australia, climate change should scare the hell out of you",-1
271,Australian government adviser urges threatened species overhaul after bushfires,-1
272,"26 January, the ultimate day for toxic patriotism, is the perfect event to call for change",-1
273,Outrage at whites-only image as Ugandan climate activist cropped from photo,-1
274,BP looks to charismatic oil man to lead response to climate crisis,-1
275,'Kids are taking the streets': climate activists plan avalanche of events as 2020 election looms,-1
276,We can’t trust the billionaires of Davos to solve a climate crisis they created,-1
277,"Ministers doing little towards 2050 emissions target, say top scientists",-1
278,Greta Thunberg: Davos leaders ignored climate activists' demands,0
279,What did we learn from Davos 2020?,0
280,Proposed changes to regulations 'will make buildings less energy efficient',-1
281,US and Europe clash over climate crisis threat on last Davos day,-1
282,Church of England could stop heating cathedrals to hit 2045 emissions target,-1
283,Greta Thunberg at Davos: 'Our demands have been completely ignored' – video,-1
284,Zero-carbon hydrogen injected into gas grid for first time in groundbreaking UK trial,1
285,"Frequency of intense floods and storms could double in 13 years, says study",-1
286,‘Hypocrisy’: 90% of UK-Africa summit’s energy deals were in fossil fuels,-1
287,David Attenborough to appear at citizens' climate assembly,0
288,UK households waste 4.5m tonnes of food each year,-1
289,How did Isabel dos Santos become Africa's richest woman?,-1
290,Firefighters battle south coast blaze into the night – in pictures,-1
291,Australian bushfires to contribute to huge annual increase in global carbon dioxide,-1
292,"Australian bushfires will cause jump in CO2 in atmosphere, say scientists",-1
293,Doomsday clock lurches to 100 seconds to midnight – closest to catastrophe yet,-1
294,Greta Thunberg clashes with US treasury secretary in Davos,-1
295,"Fire raining on beaches, red skies and a billion animals killed: the new Australian summer",-1
296,World Bank chief's Davos snub dashes hopes of climate consensus,-1
297,Blazes flare on New South Wales south coast and in Canberra – as it happened,-1
298,"Dear Australia, elegy for a summer of loss",-1
299,Who pays for the EU's €1tn green deal?,0
300,Trump weakened environmental laws after BP lobbying,-1
301,"Make big polluters pay for mass tree planting, officials say",-1
302,Country diary: the quiet miracle of the common feather-moss,1
303,Malcolm Turnbull criticises Scott Morrison for 'downplaying' bushfire crisis,-1
304,'This is Dunkirk. This is 9/11': Al Gore implores Davos to tackle climate crisis,-1
305,"Davos 2020: Prince Charles, Donald Trump and Sajid Javid speak -Day Two as it happened",0
306,"Reshape economy to fight climate crisis, says Prince Charles",0
307,Scott Morrison's stance on climate change makes it harder for future governments to undo his damage,-1
308,'The time to act is now': Prince Charles calls for green taxes to fight climate emergency – video,0
309,"There’s nothing safe about a country in flames, and the Coalition will exploit that",-1
310,Bushfire crisis: more than half of all Australians found to have been directly affected,-1
311,'I had no idea hot summers could kill': how 'climate apartheid' divides Delhi – video,-1
312,World’s consumption of materials hits record 100bn tonnes a year,-1
313,Carney sides with Greta Thunberg against Trump over climate,0
314,Wildfires show us how the climate emergency is already affecting Europe,-1
315,Rising temperatures put more US workers at risk of dying from heat,-1
316,UK citizens' climate assembly to meet for first time,0
317,Our plan is to stop the fires by chopping down everything flammable BEFORE it burns. Marketing genius!,0
318,Will Australia's wildlife recover from this bushfire season?,0
319,UK climate scientist corrects Australian MP Craig Kelly's 'blatant misrepresentation',0
320,Former Australian PM Malcolm Turnbull says Trump is the world's 'leading climate denier',0
321,Great Barrier Reef group severs ties with Greyhound over Adani contract,0
322,No one job is worth saving at the expense of climate catastrophe. Not even Scott Morrison's,0
323,Steve Bell on Donald Trump's climate pledge at Davos – cartoon,0
324,Greyhound warns staff they could be 'in the crossfire' over Adani contract,0
325,Scott Morrison's senior ministers discuss how to reposition climate policies,0
326,Trump hails 1tn trees plan but ignores roots of problem,-1
327,Trump decries climate 'prophets of doom' in Davos keynote speech - video,-1
328,Lloyds set to halve carbon emissions it finances in 10 years,-1
329,'What will you tell your children?': Greta Thunberg blasts climate inaction at Davos – video,0
330,Trump blasts 'prophets of doom' in attack on climate activism,-1
331,Study finds shock rise in levels of potent greenhouse gas,-1
332,Greta Thunberg tells leaders at Davos to heed global heating science,0
333,"Oceans, biodiversity, deforestation: what's on the climate agenda for 2020?",-1
334,Pioneering climate change plays to be revived in UK theatres,0
335,"Our first peoples already have a blueprint to remake the fire-ravaged land, it's in our country's bones",0
336,Greenpeace hits out at Davos banks for $1.4tn climate hypocrisy,-1
337,Is the environmental movement ageist?,0
338,How we made Captain Planet and the Planeteers,0
339,Most Australian chief executives believe climate crisis a threat to business,0
340,Scott Morrison says the government is acting on emissions. Is it true?,0
341,The best way to help the climate is to increase the price of CO2 emissions,0
342,Big oil is the new big tobacco. Congress must use its power to investigate,-1
343,Businesses named on 'A-list' for tackling their climate impact,0
344,The age of the individual must end – our world depends on it,0
345,"Nadia Whittome, Britain’s youngest MP, on race, Rees-Mogg – and taking a massive pay cut",-1
346,"Climate refugees can't be returned home, says landmark UN human rights ruling",0
347,Seven ways Scott Morrison can evolve his climate policy without a political brawl,0
348,I tried to warn Scott Morrison about the bushfire disaster. Adapting to climate change isn’t enough,-1
349,"Oil firms risk public backlash if profits put before climate, says IEA",-1
350,Scott Morrison says NSW minister Matt Kean 'doesn't know what he's talking about' on climate,-1
351,Put the needs of the planet before Flybe,-1
352,"Treat coastal erosion as a natural catastrophe, UK ministers urged",-1
353,Davos 2020 should be all about climate crisis but Trump won't admit it,-1
354,Jonathan Safran Foer: ‘Why don’t Extinction Rebellion issue specific ideas? They are awfully vague’,-1
355,The five: changes in animal behaviour due to global heating,-1
356,"Behind the smokescreen, the Coalition's stance on climate change hasn't changed at all",-1
357,Reporting on the Australian fires: 'It has been heartbreaking',-1
358,'This is not how sequoias die. It’s supposed to stand for another 500 years',-1
359,Beetles and fire kill dozens of 'indestructible' giant sequoia trees,-1
360,Swap shop: ex-Topshop guru pops in to Liberty to rent out clothes,0
361,Plane wrong: how your bosses should cut back on flights,0
362,Don’t let prejudice against older people contaminate the climate movement,0
363,'It's a monster': the Skipsea homes falling into the North Sea,-1
364,Berger & Wyse on carbon offsetting – cartoon,0
365,Hundreds of thousands of fish dead in NSW as bushfire ash washed into river,-1
366,Youth activists lose appeal in landmark lawsuit against US over climate crisis,1
367,Sadiq Khan vows to make London carbon-neutral by 2030 if re-elected,1
368,The Guardian view on ‘flight shame’: face it – life must change,0
369,Extinction Rebellion and the end of days,0
370,Slip-up leaves priests rolling in the aisles,0
371,"Don’t panic, humanity: selfless billionaires will save us all",-1
372,Cost of policing COP26 in Glasgow 'could exceed £200m',0
373,Guardian and Observer appeal raises £1m for tree charities,0
374,Trump has savaged the environment. The planet cannot afford a second term,-1
375,David Attenborough calls Australia's bushfires 'the moment of crisis' to address climate change,0
376,"If the bushfires won't force climate policy change, we need to circumvent Scott Morrison",-1
377,Microsoft pledges to be 'carbon negative' by 2030,0
378,Nuclear weapons worsen the climate crisis,-1
379,BlackRock gets praise for coal divestment. What it really needs is regulation,-1
380,Wollemi pines' survival shows what humans can do when determined,1
381,YouTube ads of 100 top brands fund climate misinformation – study,0
382,Who can lead Labour back to government?,0
383,NSW Greens MP David Shoebridge pleads not guilty over Kirribilli protest charges,0
384,Harvard law students ramp up protest against ExxonMobil climate firm,0
385,Prehistoric Wollemi pines saved by firefighters from Australia's bushfires – video,1
386,Let's hope the no state aid to Flybe statement is true and stays true,0
387,James Murdoch's climate stance distances him from family empire,-1
388,"When it comes to growth versus green, the short-term view always prevails",-1
389,What the five hottest years on Earth look like - in pictures,-1
390,'There is no link': the climate doubters within Scott Morrison's government,-1
391,Coalition's axing of funding to climate change adaptation body condemned,-1
392,Climate emergency: 2019 was second hottest year on record,-1
393,Cardiff proposes £2 congestion charge for non-residents,0
394,Climate crisis fills top five places of World Economic Forum’s risks report,0
395,Activists cheer BlackRock's landmark climate move but call for vigilance,0
396,James Murdoch's attack on News Corp and Fox News 'not discussed by board',-1
397,New Cumbria coalmine 'incompatible' with climate crisis goals,-1
398,Warming oceans force leatherback turtles on longer journeys to feed,-1
399,BlackRock now needs to use its voting clout to fuel sustainable investing,0
400,Jess Phillips calls for citizens’ assembly to tackle climate crisis,1
401,Disinformation on Australian bushfires should not be spread by ministers,-1
402,Why do we need to fact-check claims made about Australia's bushfires?,-1
403,The last thing the government should do is throw a lifeline to Flybe,0
404,"Scott Morrison in danger of becoming a 'climate change casualty', says Steve Bracks",-1
405,"It's climate change, not 'greens' standing in the way of fuel reduction burns",-1
406,"The Australian says it accepts climate science, so why does it give a platform to 'outright falsehoods'?",-1
407,World's biggest fund manager vows to divest from thermal coal,1
408,"BlackRock promises climate action, but Extinction Rebellion demands more - as it happened",0
409,Cutting air passenger duty to help Flybe could wreck UK carbon plan,0
410,Conservationists call for enforceable deer cull in Scotland,0
411,James Murdoch criticises father's news outlets for climate crisis denial,1
412,"Australia fires are harbinger of planet’s future, say scientists",-1
413,'The dates are drying': profits shrivel for farmers as the heat rises in Tunisia,-1
414,Scott Morrison to focus on 'resilience and adaptation' to address climate change,0
415,Victoria announces inquiry into bushfire crisis as Morrison flags royal commission,-1
416,The Guardian view on policing protest: not a job for counter-terrorism,-1
417,Vanguard refuses to sign up to climate crisis commitment,-1
418,Climate activist turns down Siemens' offer of seat on energy board,1
419,Why do record ocean temperatures matter?,0
420,Ocean temperatures hit record high as rate of heating accelerates,-1
421,"The government has been forced to talk about climate change, so it’s taking a subtle – and sinister – approach",-1
422,"Government refuses to release draft Pacific climate aid report, after nine months' delay",-1
423,Climate crisis likely to increase violent deaths of young people – report,-1
424,Just one new onshore windfarm started under current UK policies in 2019,-1
425,Snow machines and fleece blankets: inside the ski industry’s battle with climate change – podcast,-1
426,California's wildfire risk keeps getting worse. Now a decade of blackouts lies ahead,-1
427,Revealed: US listed climate activist group as ‘extremists’ alongside mass killers,-1
428,Pictures of the world on fire won’t shock us for much longer,-1
429,"Universities divesting from fossil fuels have made history, but the fight isn't over",1
430,Coalition MPs split over Scott Morrison's apparent shift on climate policy,-1
431,"Polluting vehicles could be pulled from UK sale, say carmakers",-1
432,"Even as an air pollution expert, these months of bushfire smoke have been a shock",-1
433,Adani coalmine: Siemens CEO has ‘empathy’ for environment but refuses to quit contract,-1
434,"New Zealand schools to teach students about climate crisis, activism and 'eco anxiety'",1
435,Taking action on climate is hard. Here are five questions to help Australia seize this moment,0
436,Extinction Rebellion guidance raises fresh concerns over Prevent,0
437,Explainer: what are the underlying causes of Australia's shocking bushfire season?,0
438,How bad can the climate crisis get if Trump wins again?,-1
439,Scott Morrison looks for wriggle room on climate as he detects the whiff of backlash,-1
440,Roger Federer responds to climate crisis criticism from Greta Thunberg,0
441,"Guardian and Observer charity appeal passes £850,000 to fight climate emergency",1
442,Disinformation and lies are spreading faster than Australia's bushfires,-1
443,How First Australians' ancient knowledge can help us survive the bushfires of the future,-1
444,Scott Morrison can't afford to waste the bushfire crisis when Australia urgently needs its own green new deal,0
445,See a show and help save the planet as the West End turns green,0
446,NSW and Victoria survey damage as 'megablaze' forms – as it happened,-1
447,Bushfires crisis: world rallies to demand climate action as Australia burns – in pictures,-1
448,Pacific nations need much more than Scott Morrison's thanks to survive,-1
449,Weatherwatch: time to face up to climate reality,0
450,There's still time to give to our appeal and help protect the planet,1
451,Terrorism police list Extinction Rebellion as extremist ideology,-1
452,Citizens' assembly ready to help Macron set French climate policies,1
453,Greta Thunberg tells world leaders to end fossil fuel ‘madness’,1
454,‘Most realistic’ plant-based steak revealed,1
455,At Davos we will tell world leaders to abandon the fossil fuel economy,1
456,The great dismantling of America's national parks is under way,-1
457,Blazes flare amid extreme conditions in Australia – as it happened,-1
458,Australia bushfires: towns face anxious wait as strong winds drive fires,-1
